"","geoid","name","population","total_race","white","black","hispanic","mean_commute","total_edu","bachelors","graduate","poverty","median_income","gini","median_rent","median_home_value","total_employed","agriculture","construction","manufacturing","retail","information","finance","data_center","n_data_centers","pair_id","group","pop_diff","treated_geoid"
"210","01097","Mobile County, Alabama",413878,413878,234657,150071,12565,162920,279868,43806,17851,71353,55352,0.4694,973,164600,176289,1562,706,856,11841,17303,3361,0,0,"01073","control",258387,"01073"
"211","01097","Mobile County, Alabama",413878,413878,234657,150071,12565,162920,279868,43806,17851,71353,55352,0.4694,973,164600,176289,1562,706,856,11841,17303,3361,0,0,"01089","control",24097,"01089"
"212","04019","Pima County, Arizona",1042393,1042393,686722,36039,397081,405442,705718,140892,74070,151733,64323,0.4679,1071,258300,462957,3650,1071,2579,27185,24661,6012,0,0,"04013","control",3388478,"04013"
"213","05007","Benton County, Arkansas",286528,286528,205967,5374,49721,123652,188577,43246,18618,22289,85269,0.4565,1113,254000,142914,1502,1189,313,10132,11685,2396,0,0,"05119","control",111794,"05119"
"214","05085","Lonoke County, Arkansas",74292,74292,64497,4108,3590,32470,49756,6608,2839,8680,68078,0.4211,944,169600,33414,730,599,131,2457,1665,885,0,0,"05145","control",2826,"05145"
"215","06071","San Bernardino County, California",2180563,2180563,975461,171762,1200147,860959,1388742,201183,81561,294246,77423,0.439,1584,438000,955659,4529,3761,768,69896,55709,20525,0,0,"06001","control",516740,"06001"
"216","06019","Fresno County, California",1008280,1008280,483826,45035,546774,377707,624392,96794,32332,193675,67756,0.473,1207,338200,423399,26771,26449,322,23593,19381,9115,0,0,"06013","control",154368,"06013"
"217","06071","San Bernardino County, California",2180563,2180563,975461,171762,1200147,860959,1388742,201183,81561,294246,77423,0.439,1584,438000,955659,4529,3761,768,69896,55709,20525,0,0,"06037","control",7756127,"06037"
"218","06023","Humboldt County, California",136132,136132,102072,1866,17129,51945,93612,19011,6619,26394,57881,0.4811,1191,386000,60483,2196,2126,70,4364,1859,808,0,0,"06055","control",1252,"06055"
"219","06071","San Bernardino County, California",2180563,2180563,975461,171762,1200147,860959,1388742,201183,81561,294246,77423,0.439,1584,438000,955659,4529,3761,768,69896,55709,20525,0,0,"06059","control",994664,"06059"
"220","06071","San Bernardino County, California",2180563,2180563,975461,171762,1200147,860959,1388742,201183,81561,294246,77423,0.439,1584,438000,955659,4529,3761,768,69896,55709,20525,0,0,"06065","control",248924,"06065"
"221","06019","Fresno County, California",1008280,1008280,483826,45035,546774,377707,624392,96794,32332,193675,67756,0.473,1207,338200,423399,26771,26449,322,23593,19381,9115,0,0,"06067","control",570931,"06067"
"222","06071","San Bernardino County, California",2180563,2180563,975461,171762,1200147,860959,1388742,201183,81561,294246,77423,0.439,1584,438000,955659,4529,3761,768,69896,55709,20525,0,0,"06073","control",1109138,"06073"
"223","06111","Ventura County, California",842009,842009,544398,15042,367039,352673,575974,125787,51062,74315,102141,0.4497,2140,719100,409387,14360,13595,765,23156,27710,7720,0,0,"06075","control",9027,"06075"
"224","06047","Merced County, California",282290,282290,117491,8329,174732,100616,168503,17165,5319,51272,64772,0.4581,1200,342300,110712,10075,9996,79,8539,9052,2711,0,0,"06079","control",578,"06079"
"225","06071","San Bernardino County, California",2180563,2180563,975461,171762,1200147,860959,1388742,201183,81561,294246,77423,0.439,1584,438000,955659,4529,3761,768,69896,55709,20525,0,0,"06085","control",263732,"06085"
"226","06083","Santa Barbara County, California",445213,445213,270657,8431,207576,181743,277891,59212,25044,57513,92332,0.4886,1964,714800,208588,11365,10920,445,12689,9788,2786,0,0,"06095","control",5782,"06095"
"227","06097","Sonoma County, California",488436,488436,330543,7589,136614,210664,354851,82815,33801,42925,99266,0.4588,2029,748500,247915,4296,4142,154,20078,16213,3807,0,0,"06099","control",63627,"06099"
"228","08059","Jefferson County, Colorado",580519,580519,487122,6641,91503,255814,424697,132350,56924,38194,103167,0.4272,1696,556800,322035,3084,1043,2041,20379,16671,5530,0,0,"08001","control",60370,"08001"
"229","08059","Jefferson County, Colorado",580519,580519,487122,6641,91503,255814,424697,132350,56924,38194,103167,0.4272,1696,556800,322035,3084,1043,2041,20379,16671,5530,0,0,"08005","control",73934,"08005"
"230","08045","Garfield County, Colorado",61683,61683,47221,458,18223,30138,41298,8965,3296,4917,82772,0.4178,1444,449300,34042,922,559,363,4248,772,546,0,0,"08014","control",12263,"08014"
"231","08059","Jefferson County, Colorado",580519,580519,487122,6641,91503,255814,424697,132350,56924,38194,103167,0.4272,1696,556800,322035,3084,1043,2041,20379,16671,5530,0,0,"08031","control",130281,"08031"
"232","08069","Larimer County, Colorado",359363,359363,309396,3447,43915,156700,239134,73222,34627,40057,87199,0.4502,1584,488300,191817,2581,1276,1305,11587,13899,3159,0,0,"08035","control",843,"08035"
"233","08059","Jefferson County, Colorado",580519,580519,487122,6641,91503,255814,424697,132350,56924,38194,103167,0.4272,1696,556800,322035,3084,1043,2041,20379,16671,5530,0,0,"08041","control",149804,"08041"
"234","09140","Naugatuck Valley Planning Region, Connecticut",451887,451887,311573,52205,86177,201540,320582,60414,35458,45555,82939,0.4633,1218,273500,227485,461,353,108,13647,20208,3370,0,0,"09110","control",525278,"09110"
"235","09180","Southeastern Connecticut Planning Region, Connecticut",280293,280293,221146,16191,31878,123815,197755,38034,22122,26614,80330,0.4363,1254,275900,136582,528,428,100,7265,14486,1538,0,0,"09120","control",46088,"09120"
"236","09140","Naugatuck Valley Planning Region, Connecticut",451887,451887,311573,52205,86177,201540,320582,60414,35458,45555,82939,0.4633,1218,273500,227485,461,353,108,13647,20208,3370,0,0,"09170","control",119411,"09170"
"237","09140","Naugatuck Valley Planning Region, Connecticut",451887,451887,311573,52205,86177,201540,320582,60414,35458,45555,82939,0.4633,1218,273500,227485,461,353,108,13647,20208,3370,0,0,"09190","control",168779,"09190"
"238","12109","St. Johns County, Florida",278722,278722,232319,15352,22235,102693,198819,58157,26225,18720,100020,0.4577,1601,416100,129898,926,853,73,6686,5111,2256,0,0,"12001","control",1007,"12001"
"239","12099","Palm Beach County, Florida",1494805,1494805,919163,276750,350700,599338,1099423,258721,109438,166938,76066,0.5206,1700,368300,699009,4864,4573,291,51885,21079,12353,0,0,"12011","control",446102,"12011"
"240","12103","Pinellas County, Florida",959918,959918,738122,96357,99956,386987,745450,167442,65135,107865,66406,0.4901,1389,284300,460773,1027,894,133,23108,22401,7400,0,0,"12031","control",35790,"12031"
"241","12099","Palm Beach County, Florida",1494805,1494805,919163,276750,350700,599338,1099423,258721,109438,166938,76066,0.5206,1700,368300,699009,4864,4573,291,51885,21079,12353,0,0,"12057","control",26245,"12057"
"242","12099","Palm Beach County, Florida",1494805,1494805,919163,276750,350700,599338,1099423,258721,109438,166938,76066,0.5206,1700,368300,699009,4864,4573,291,51885,21079,12353,0,0,"12086","control",1193432,"12086"
"243","12099","Palm Beach County, Florida",1494805,1494805,919163,276750,350700,599338,1099423,258721,109438,166938,76066,0.5206,1700,368300,699009,4864,4573,291,51885,21079,12353,0,0,"12095","control",67402,"12095"
"244","12071","Lee County, Florida",772902,772902,574580,62126,178802,289064,583335,108170,46394,89142,69368,0.4799,1466,290900,332507,1591,1507,84,34404,7670,4869,0,0,"12105","control",36673,"12105"
"245","13089","DeKalb County, Georgia",761209,761209,242659,401702,64968,313021,522568,137065,71794,100326,76044,0.4914,1464,301100,388455,490,434,56,15739,16464,6237,0,0,"13067","control",4604,"13067"
"246","13077","Coweta County, Georgia",147449,147449,107301,26607,11189,64536,100309,21935,8631,12209,90031,0.417,1326,291900,73138,369,304,65,3701,6198,1119,0,0,"13097","control",2714,"13097"
"247","13151","Henry County, Georgia",240853,240853,95873,117193,18331,101454,156722,28106,11691,20180,79663,0.3821,1411,245200,118323,319,308,11,5569,6328,2038,0,0,"13117","control",12372,"13117"
"248","13089","DeKalb County, Georgia",761209,761209,242659,401702,64968,313021,522568,137065,71794,100326,76044,0.4914,1464,301100,388455,490,434,56,15739,16464,6237,0,0,"13121","control",300735,"13121"
"249","13089","DeKalb County, Georgia",761209,761209,242659,401702,64968,313021,522568,137065,71794,100326,76044,0.4914,1464,301100,388455,490,434,56,15739,16464,6237,0,0,"13135","control",196768,"13135"
"250","13139","Hall County, Georgia",204953,204953,147504,14002,60087,89030,135246,21466,7824,27392,74153,0.4529,1179,277900,98562,639,588,51,10076,10938,2250,0,0,"13215","control",381,"13215"
"251","13015","Bartow County, Georgia",109410,109410,87427,11887,10489,46659,73182,10517,3359,11700,74812,0.4124,1090,237000,52132,225,198,27,4131,6650,1153,0,0,"13217","control",3888,"13217"
"252","16029","Caribou County, Idaho",7058,7058,6480,0,511,3221,4501,454,187,468,65380,0.3968,709,204400,3366,600,407,193,438,299,26,0,0,"16007","control",622,"16007"
"253","16011","Bingham County, Idaho",48253,48253,38011,79,8786,19966,29380,4176,1200,4939,69433,0.4293,787,230500,21636,1371,1270,101,1953,1997,343,0,0,"16065","control",4234,"16065"
"254","17167","Sangamon County, Illinois",196122,196122,156663,24902,4924,82808,136783,28222,13493,24834,71653,0.4595,927,162400,92721,1238,1137,101,3880,3885,1397,0,0,"17019","control",10403,"17019"
"255","17197","Will County, Illinois",696774,696774,472488,80419,129687,311872,463903,105392,49130,45737,103678,0.4099,1342,283600,359464,1116,914,202,22888,28442,7763,0,0,"17031","control",4528593,"17031"
"256","17115","Macon County, Illinois",103542,103542,78722,17634,2614,41583,71303,11357,4370,15510,59622,0.4661,774,119800,44928,864,861,3,1980,5967,860,0,0,"17037","control",2856,"17037"
"257","17197","Will County, Illinois",696774,696774,472488,80419,129687,311872,463903,105392,49130,45737,103678,0.4099,1342,283600,359464,1116,914,202,22888,28442,7763,0,0,"17043","control",233785,"17043"
"258","17197","Will County, Illinois",696774,696774,472488,80419,129687,311872,463903,105392,49130,45737,103678,0.4099,1342,283600,359464,1116,914,202,22888,28442,7763,0,0,"17097","control",16385,"17097"
"259","17163","St. Clair County, Illinois",256791,256791,158891,72692,11524,110210,175247,31097,17972,34784,68915,0.4503,1002,158500,120199,1041,725,316,5278,7190,1627,0,0,"17119","control",8721,"17119"
"260","18003","Allen County, Indiana",385456,385456,286707,43301,30851,172916,251806,51044,19131,45562,66222,0.4482,924,173600,189834,684,520,164,9716,25342,3603,0,0,"18089","control",112226,"18089"
"261","18095","Madison County, Indiana",130545,130545,111737,10402,6053,53591,91235,11740,5012,17600,60060,0.4367,888,135100,59462,418,405,13,4368,6589,788,0,0,"18105","control",9520,"18105"
"262","18163","Vanderburgh County, Indiana",179900,179900,149945,17554,5426,83368,123502,22056,8570,24763,58839,0.4504,930,162800,89329,502,329,173,4367,11332,1766,0,0,"18157","control",7055,"18157"
"263","19061","Dubuque County, Iowa",98812,98812,89619,2968,2723,45786,66284,14121,5422,9479,73495,0.4432,912,210300,51346,705,693,12,2729,6550,1343,0,0,"19049","control",1555,"19049"
"264","19013","Black Hawk County, Iowa",131041,131041,106818,12800,6217,60148,82951,16143,5828,19808,62329,0.4644,932,172500,66619,670,621,49,3168,8521,1227,0,0,"19103","control",22319,"19103"
"265","19095","Iowa County, Iowa",16575,16575,15771,108,616,7688,11550,1876,533,1490,69787,0.4503,732,175600,8483,370,366,4,651,1081,83,0,0,"19121","control",34,"19121"
"266","19113","Linn County, Iowa",229308,229308,196168,13388,8229,105162,155869,36999,12544,21239,75457,0.4456,878,188800,121318,1323,1163,160,6730,14410,2108,0,0,"19153","control",264070,"19153"
"267","19169","Story County, Iowa",98573,98573,82650,2333,3751,46259,51740,15589,6867,16953,66197,0.4779,991,229100,53259,1001,917,84,2280,3690,992,0,0,"19155","control",5030,"19155"
"268","19013","Black Hawk County, Iowa",131041,131041,106818,12800,6217,60148,82951,16143,5828,19808,62329,0.4644,932,172500,66619,670,621,49,3168,8521,1227,0,0,"19163","control",43274,"19163"
"269","19045","Clinton County, Iowa",46488,46488,42575,1405,1591,20028,32458,4879,1432,5649,61080,0.4319,795,144900,21617,540,490,50,1390,3055,293,0,0,"19181","control",6221,"19181"
"270","20113","McPherson County, Kansas",30085,30085,28218,540,1436,14532,20064,4250,1364,3020,71250,0.3944,871,180900,15658,631,498,133,899,2742,85,0,0,"20051","control",1164,"20051"
"271","20173","Sedgwick County, Kansas",522700,522700,381239,42066,80925,234296,340756,68727,30110,70351,65372,0.4614,937,175700,251132,1868,1221,647,15194,32200,4782,0,0,"20091","control",88042,"20091"
"272","21101","Henderson County, Kentucky",44770,44770,38740,3225,1315,18396,31311,3763,1799,7431,56912,0.4472,775,156200,19627,300,142,158,1422,3143,285,0,0,"21107","control",453,"21107"
"273","21067","Fayette County, Kentucky",321276,321276,230704,47240,23839,149513,209558,54431,26794,46179,66087,0.4901,1065,247900,169451,1560,1466,94,6599,10830,2479,0,0,"21111","control",457956,"21111"
"274","22051","Jefferson Parish, Louisiana",436171,436171,245470,117131,66079,191337,306562,59420,21457,66951,63257,0.4779,1121,231700,208078,1823,575,1248,17376,8224,5374,0,0,"22033","control",18198,"22033"
"275","23031","York County, Maine",212691,212691,197097,2193,4162,96891,158210,33566,14078,16732,79743,0.4179,1166,323500,112736,1030,975,55,7897,10529,1608,0,0,"23005","control",90666,"23005"
"276","24021","Frederick County, Maryland",273829,273829,202183,27723,30072,119708,186771,45788,26944,16599,115724,0.3957,1633,412500,144673,1056,859,197,11583,5354,1721,0,0,"24003","control",314280,"24003"
"277","24021","Frederick County, Maryland",273829,273829,202183,27723,30072,119708,186771,45788,26944,16599,115724,0.3957,1633,412500,144673,1056,859,197,11583,5354,1721,0,0,"24005","control",576908,"24005"
"278","24021","Frederick County, Maryland",273829,273829,202183,27723,30072,119708,186771,45788,26944,16599,115724,0.3957,1633,412500,144673,1056,859,197,11583,5354,1721,0,0,"24027","control",58182,"24027"
"279","24021","Frederick County, Maryland",273829,273829,202183,27723,30072,119708,186771,45788,26944,16599,115724,0.3957,1633,412500,144673,1056,859,197,11583,5354,1721,0,0,"24031","control",783081,"24031"
"280","24021","Frederick County, Maryland",273829,273829,202183,27723,30072,119708,186771,45788,26944,16599,115724,0.3957,1633,412500,144673,1056,859,197,11583,5354,1721,0,0,"24033","control",683360,"24033"
"281","24021","Frederick County, Maryland",273829,273829,202183,27723,30072,119708,186771,45788,26944,16599,115724,0.3957,1633,412500,144673,1056,859,197,11583,5354,1721,0,0,"24510","control",310719,"24510"
"282","25025","Suffolk County, Massachusetts",785443,785443,387745,155625,184846,361225,551133,146861,80599,126977,87669,0.5281,1953,650900,434911,429,307,122,15373,14124,4323,0,0,"25009","control",20660,"25009"
"283","25027","Worcester County, Massachusetts",858898,858898,671257,44660,107201,377599,597824,133862,72394,83304,88524,0.4556,1263,363200,441570,1300,1198,102,26132,36657,6889,0,0,"25017","control",764211,"25017"
"284","26017","Bay County, Michigan",103752,103752,95552,1404,5963,44030,75152,10450,3416,15715,57887,0.4378,786,125000,48294,438,380,58,2510,6463,818,0,0,"26045","control",5320,"26045"
"285","26161","Washtenaw County, Michigan",370231,370231,262172,42895,18908,151664,234408,62954,44756,48358,84245,0.489,1335,336300,188675,613,526,87,5531,17417,1809,0,0,"26049","control",35049,"26049"
"286","26081","Kent County, Michigan",657321,657321,495992,63470,72840,299633,438030,108970,44237,69388,76247,0.4509,1111,242200,342287,1715,1676,39,16712,44589,8750,0,0,"26099","control",221132,"26099"
"287","26021","Berrien County, Michigan",153938,153938,117706,21616,9083,63600,108050,19850,9427,23756,60379,0.4823,885,193600,71098,757,705,52,3556,9383,1011,0,0,"26115","control",885,"26115"
"288","26081","Kent County, Michigan",657321,657321,495992,63470,72840,299633,438030,108970,44237,69388,76247,0.4509,1111,242200,342287,1715,1676,39,16712,44589,8750,0,0,"26125","control",614943,"26125"
"289","26081","Kent County, Michigan",657321,657321,495992,63470,72840,299633,438030,108970,44237,69388,76247,0.4509,1111,242200,342287,1715,1676,39,16712,44589,8750,0,0,"26163","control",1124320,"26163"
"290","27141","Sherburne County, Minnesota",97820,97820,86929,3143,2918,47309,64190,12484,3901,5570,99431,0.3759,1166,306000,53627,402,345,57,5100,6514,1011,0,0,"27019","control",9396,"27019"
"291","27123","Ramsey County, Minnesota",547202,547202,340510,65644,42013,234947,367944,99680,43151,68789,78108,0.4635,1214,289300,283076,1111,1018,93,10879,24265,4712,0,0,"27053","control",723585,"27053"
"292","27145","Stearns County, Minnesota",158622,158622,133861,12826,5978,75688,97939,18295,6576,19300,73105,0.4314,975,241100,84473,2189,1982,207,5894,7929,1611,0,0,"27109","control",3685,"27109"
"293","27145","Stearns County, Minnesota",158622,158622,133861,12826,5978,75688,97939,18295,6576,19300,73105,0.4314,975,241100,84473,2189,1982,207,5894,7929,1611,0,0,"27137","control",41500,"27137"
"294","28151","Washington County, Mississippi",44604,44604,10978,32149,785,15934,29380,3818,1576,12788,38394,0.4957,756,93000,16531,503,475,28,668,1302,375,0,0,"28149","control",263,"28149"
"295","29099","Jefferson County, Missouri",226984,226984,207690,2278,5031,104079,157831,24161,9521,18549,77217,0.3924,957,202500,115322,633,395,238,11083,10400,2095,0,0,"29019","control",42941,"29019"
"296","29099","Jefferson County, Missouri",226984,226984,207690,2278,5031,104079,157831,24161,9521,18549,77217,0.3924,957,202500,115322,633,395,238,11083,10400,2095,0,0,"29047","control",26101,"29047"
"297","29189","St. Louis County, Missouri",999703,999703,641470,241990,31016,422939,693191,181797,97734,94056,78067,0.4972,1119,249400,499992,1743,1402,341,20730,32616,9494,0,0,"29095","control",284177,"29095"
"298","29037","Cass County, Missouri",108205,108205,94004,4765,5264,48350,73862,13604,5617,7440,82473,0.3956,1097,242300,54445,646,619,27,5020,3618,1134,0,0,"29165","control",1172,"29165"
"299","29077","Greene County, Missouri",299188,299188,262675,8997,12382,130459,196608,40170,17081,41987,54968,0.4748,895,182800,145082,713,659,54,6826,9119,2656,0,0,"29510","control",1170,"29510"
"300","30097","Sweet Grass County, Montana",3697,3697,3448,57,85,1640,2593,453,137,219,64872,0.4382,876,271100,1848,263,168,95,278,43,17,0,0,"30039","control",329,"30039"
"301","31079","Hall County, Nebraska",62575,62575,45387,2147,18797,29753,40196,5668,2263,7860,63553,0.444,886,190800,31229,726,710,16,2580,4236,354,0,0,"31019","control",12472,"31019"
"302","31109","Lancaster County, Nebraska",322063,322063,268359,12021,24790,157595,201049,51720,20746,36483,70387,0.451,997,239900,175401,2166,2098,68,10986,11598,2593,0,0,"31055","control",260575,"31055"
"303","31079","Hall County, Nebraska",62575,62575,45387,2147,18797,29753,40196,5668,2263,7860,63553,0.444,886,190800,31229,726,710,16,2580,4236,354,0,0,"31153","control",128697,"31153"
"304","32019","Lyon County, Nevada",59435,59435,46703,563,11216,24008,43054,4970,1502,6114,70026,0.4195,1196,314200,26227,685,232,453,1902,2996,620,0,0,"32003","control",2206491,"32003"
"305","32017","Lincoln County, Nevada",4507,4507,3808,204,330,1451,3187,292,197,288,67412,0.3758,739,171800,1651,60,60,0,220,41,41,0,0,"32029","control",412,"32029"
"306","32019","Lyon County, Nevada",59435,59435,46703,563,11216,24008,43054,4970,1502,6114,70026,0.4195,1196,314200,26227,685,232,453,1902,2996,620,0,0,"32031","control",427239,"32031"
"307","33011","Hillsborough County, New Hampshire",422733,422733,358618,10912,32558,199779,301873,76111,35731,28465,95112,0.4301,1444,356200,236496,765,682,83,15072,23058,3633,0,0,"33015","control",107564,"33015"
"308","33013","Merrimack County, New Hampshire",153918,153918,141787,2451,3802,69268,110798,23235,12637,10722,88806,0.4352,1199,297600,80423,431,360,71,5493,5760,1971,0,0,"33017","control",22953,"33017"
"309","34013","Essex County, New Jersey",853374,853374,302714,322188,204966,346314,573215,124500,62058,125228,73785,0.5486,1404,466500,408082,351,256,95,25285,17649,6274,0,0,"34003","control",99869,"34003"
"310","34001","Atlantic County, New Jersey",274339,274339,164950,37060,54178,117371,191583,37957,13994,34989,73113,0.4777,1268,254100,129611,413,410,3,7459,4679,1578,0,0,"34015","control",28282,"34015"
