"","geoid","name","population","total_race","white","black","hispanic","mean_commute","total_edu","bachelors","graduate","poverty","median_income","gini","median_rent","median_home_value","total_employed","agriculture","construction","manufacturing","retail","information","finance","data_center","n_data_centers","pair_id","group","pop_diff","treated_geoid"
"311","34029","Ocean County, New Jersey",638691,638691,555742,19810,61991,242668,434506,93595,38555,66258,82379,0.4578,1639,343500,276387,672,593,79,19526,9144,4769,0,0,"34017","control",73338,"34017"
"312","34013","Essex County, New Jersey",853374,853374,302714,322188,204966,346314,573215,124500,62058,125228,73785,0.5486,1404,466500,408082,351,256,95,25285,17649,6274,0,0,"34023","control",6773,"34023"
"313","34029","Ocean County, New Jersey",638691,638691,555742,19810,61991,242668,434506,93595,38555,66258,82379,0.4578,1639,343500,276387,672,593,79,19526,9144,4769,0,0,"34025","control",4373,"34025"
"314","34007","Camden County, New Jersey",522581,522581,304112,100874,94913,220600,360582,74997,33228,64050,82005,0.4702,1264,241300,256795,378,298,80,13926,13145,5023,0,0,"34031","control",2595,"34031"
"315","34021","Mercer County, New Jersey",383732,383732,206314,75624,73707,152929,259959,62306,36469,41079,92697,0.5015,1454,327600,186469,332,296,36,8278,8883,4400,0,0,"34035","control",38754,"34035"
"316","34007","Camden County, New Jersey",522581,522581,304112,100874,94913,220600,360582,74997,33228,64050,82005,0.4702,1264,241300,256795,378,298,80,13926,13145,5023,0,0,"34039","control",49498,"34039"
"317","35043","Sandoval County, New Mexico",149460,149460,90123,3391,60690,57868,103937,20227,9759,14965,76424,0.4189,1280,258100,66950,669,513,156,4569,2719,1235,0,0,"35001","control",525232,"35001"
"318","35043","Sandoval County, New Mexico",149460,149460,90123,3391,60690,57868,103937,20227,9759,14965,76424,0.4189,1280,258100,66950,669,513,156,4569,2719,1235,0,0,"35013","control",70410,"35013"
"319","35043","Sandoval County, New Mexico",149460,149460,90123,3391,60690,57868,103937,20227,9759,14965,76424,0.4189,1280,258100,66950,669,513,156,4569,2719,1235,0,0,"35049","control",5021,"35049"
"320","35025","Lea County, New Mexico",73103,73103,45587,3078,44987,29118,43412,3298,2636,12557,65855,0.4733,1031,162000,30803,5147,516,4631,2684,533,824,0,0,"35061","control",3510,"35061"
"321","36027","Dutchess County, New York",296467,296467,217242,31418,40137,127675,210886,43496,29315,24165,94578,0.4643,1425,348700,148109,1069,923,146,7967,6576,1999,0,0,"36001","control",18574,"36001"
"322","36055","Monroe County, New York",756406,756406,546529,112897,72266,322739,525640,116878,70267,98468,71450,0.4658,1085,182700,373267,1267,1182,85,13563,29536,5254,0,0,"36029","control",194826,"36029"
"323","36005","Bronx County, New York",1443229,1443229,258727,491689,814017,525830,943981,127270,56700,379925,47036,0.5149,1401,501400,583452,815,815,0,28428,11280,6541,0,0,"36061","control",202638,"36061"
"324","36007","Broome County, New York",198365,198365,163872,10808,9431,78842,131196,20751,13617,35991,58317,0.4794,882,139200,87302,561,424,137,4492,6100,1123,0,0,"36063","control",13865,"36063"
"325","36085","Richmond County, New York",492925,492925,326334,48670,92411,202630,344639,72848,37678,50556,96185,0.446,1602,637100,226190,210,164,46,14589,3729,2760,0,0,"36067","control",20288,"36067"
"326","36005","Bronx County, New York",1443229,1443229,258727,491689,814017,525830,943981,127270,56700,379925,47036,0.5149,1401,501400,583452,815,815,0,28428,11280,6541,0,0,"36103","control",81257,"36103"
"327","36055","Monroe County, New York",756406,756406,546529,112897,72266,322739,525640,116878,70267,98468,71450,0.4658,1085,182700,373267,1267,1182,85,13563,29536,5254,0,0,"36119","control",241498,"36119"
"328","37195","Wilson County, North Carolina",78667,78667,36875,31173,8791,32324,54088,7053,3178,15714,49827,0.4757,853,153800,34334,433,416,17,2278,3852,652,0,0,"37027","control",2049,"37027"
"329","37057","Davidson County, North Carolina",169498,169498,137816,16348,13291,69725,119381,17220,4872,23343,58473,0.4358,822,184300,77106,444,409,35,5656,9251,1596,0,0,"37035","control",8487,"37035"
"330","37125","Moore County, North Carolina",100759,100759,79661,10370,7384,39488,72283,17050,8529,9380,77981,0.4474,1084,284000,41529,1003,853,150,2459,2518,535,0,0,"37045","control",1232,"37045"
"331","37051","Cumberland County, North Carolina",335207,335207,151226,124680,41992,145249,208267,36206,14838,55872,55551,0.4499,1098,166600,125174,684,647,37,6544,6639,1424,0,0,"37063","control",10106,"37063"
"332","37081","Guilford County, North Carolina",539557,539557,275155,184784,46429,231338,357540,85562,36371,78085,62880,0.4853,1049,215700,263584,794,794,0,11538,23342,5362,0,0,"37119","control",575846,"37119"
"333","37105","Lee County, North Carolina",63560,63560,43650,12054,12691,27016,43222,6339,2123,9934,60941,0.4309,923,186000,28570,334,321,13,2459,3997,315,0,0,"37161","control",1120,"37161"
"334","37071","Gaston County, North Carolina",228972,228972,166431,39351,18383,97949,158986,27972,9244,27965,62628,0.4589,1005,206700,109133,257,236,21,7837,11370,1833,0,0,"37179","control",11137,"37179"
"335","37081","Guilford County, North Carolina",539557,539557,275155,184784,46429,231338,357540,85562,36371,78085,62880,0.4853,1049,215700,263584,794,794,0,11538,23342,5362,0,0,"37183","control",592546,"37183"
"336","39151","Stark County, Ohio",374199,374199,322098,27867,8727,160834,262027,40551,17480,48133,63130,0.4452,838,164900,179639,1209,651,558,9919,22521,3580,0,0,"39017","control",14128,"39017"
"337","39173","Wood County, Ohio",131564,131564,117113,2660,7862,61626,82400,18369,9084,16241,70537,0.4591,907,203300,68995,428,336,92,3055,9648,1335,0,0,"39023","control",4313,"39023"
"338","39113","Montgomery County, Ohio",536121,536121,377282,109498,18342,226266,368011,65792,34430,78373,61942,0.4586,925,154300,252061,597,391,206,11474,24857,3921,0,0,"39035","control",720499,"39035"
"339","39025","Clermont County, Ohio",208851,208851,194703,2920,4546,92259,145158,27683,12541,17309,79573,0.4365,984,224800,104710,252,208,44,7156,11333,1350,0,0,"39041","control",7223,"39041"
"340","39133","Portage County, Ohio",161217,161217,142780,7585,3327,71345,106257,19883,10984,17374,69796,0.4532,990,197100,83452,848,511,337,4944,9465,1218,0,0,"39045","control",1846,"39045"
"341","39113","Montgomery County, Ohio",536121,536121,377282,109498,18342,226266,368011,65792,34430,78373,61942,0.4586,925,154300,252061,597,391,206,11474,24857,3921,0,0,"39049","control",782028,"39049"
"342","39113","Montgomery County, Ohio",536121,536121,377282,109498,18342,226266,368011,65792,34430,78373,61942,0.4586,925,154300,252061,597,391,206,11474,24857,3921,0,0,"39061","control",291550,"39061"
"343","39103","Medina County, Ohio",182347,182347,170020,2585,4545,83747,128630,30285,12876,10758,89968,0.4163,1053,249700,96311,429,327,102,5623,10378,2047,0,0,"39089","control",3503,"39089"
"344","39085","Lake County, Ohio",232236,232236,204742,10946,11233,106051,168448,33187,13858,17476,76835,0.4165,1027,189600,120537,302,208,94,5826,17400,2764,0,0,"39099","control",4257,"39099"
"345","39113","Montgomery County, Ohio",536121,536121,377282,109498,18342,226266,368011,65792,34430,78373,61942,0.4586,925,154300,252061,597,391,206,11474,24857,3921,0,0,"39153","control",3240,"39153"
"346","39083","Knox County, Ohio",62657,62657,59230,542,1059,25336,41172,6265,2643,7645,71246,0.4104,878,197400,28935,468,361,107,2414,3370,307,0,0,"39159","control",754,"39159"
"347","39085","Lake County, Ohio",232236,232236,204742,10946,11233,106051,168448,33187,13858,17476,76835,0.4165,1027,189600,120537,302,208,94,5826,17400,2764,0,0,"39165","control",10953,"39165"
"348","40113","Osage County, Oklahoma",46004,46004,29305,4878,1945,17588,32682,4458,1735,5548,58189,0.4295,773,155200,19172,651,265,386,1394,1597,306,0,0,"40013","control",524,"40013"
"349","40027","Cleveland County, Oklahoma",295060,295060,215449,14127,28359,134416,188419,39435,18160,36252,71757,0.4387,1073,203900,148128,2374,425,1949,7857,7260,2802,0,0,"40109","control",500762,"40109"
"350","40027","Cleveland County, Oklahoma",295060,295060,215449,14127,28359,134416,188419,39435,18160,36252,71757,0.4387,1073,203900,148128,2374,425,1949,7857,7260,2802,0,0,"40143","control",373863,"40143"
"351","41029","Jackson County, Oregon",222604,222604,189637,1426,31198,86141,160008,29349,12772,29130,67690,0.4562,1208,369500,99195,2383,2258,125,5040,6043,1727,0,0,"41005","control",198321,"41005"
"352","41031","Jefferson County, Oregon",24659,24659,16068,176,5121,9196,17060,2512,803,2984,69345,0.4332,940,307200,10141,566,561,5,581,1031,117,0,0,"41013","control",328,"41013"
"353","41029","Jackson County, Oregon",222604,222604,189637,1426,31198,86141,160008,29349,12772,29130,67690,0.4562,1208,369500,99195,2383,2258,125,5040,6043,1727,0,0,"41017","control",23252,"41017"
"354","41053","Polk County, Oregon",87600,87600,71042,651,13184,34209,57222,10824,5079,10140,77353,0.4627,1219,382200,40471,1019,1006,13,2528,2851,371,0,0,"41033","control",394,"41033"
"355","41029","Jackson County, Oregon",222604,222604,189637,1426,31198,86141,160008,29349,12772,29130,67690,0.4562,1208,369500,99195,2383,2258,125,5040,6043,1727,0,0,"41039","control",159614,"41039"
"356","41029","Jackson County, Oregon",222604,222604,189637,1426,31198,86141,160008,29349,12772,29130,67690,0.4562,1208,369500,99195,2383,2258,125,5040,6043,1727,0,0,"41047","control",123211,"41047"
"357","41037","Lake County, Oregon",8201,8201,7169,21,774,2654,6130,794,321,1505,54663,0.4352,816,169000,3086,403,390,13,95,226,52,0,0,"41049","control",3939,"41049"
"358","41029","Jackson County, Oregon",222604,222604,189637,1426,31198,86141,160008,29349,12772,29130,67690,0.4562,1208,369500,99195,2383,2258,125,5040,6043,1727,0,0,"41051","control",585494,"41051"
"359","41053","Polk County, Oregon",87600,87600,71042,651,13184,34209,57222,10824,5079,10140,77353,0.4627,1219,382200,40471,1019,1006,13,2528,2851,371,0,0,"41059","control",7696,"41059"
"360","41061","Union County, Oregon",26286,26286,23701,257,1368,10487,17596,2916,803,3925,61946,0.4317,930,243400,11508,549,528,21,601,986,122,0,0,"41065","control",353,"41065"
"361","41029","Jackson County, Oregon",222604,222604,189637,1426,31198,86141,160008,29349,12772,29130,67690,0.4562,1208,369500,99195,2383,2258,125,5040,6043,1727,0,0,"41067","control",376937,"41067"
"362","42017","Bucks County, Pennsylvania",645163,645163,540421,25143,38195,284379,464065,119275,59754,35830,107826,0.4446,1461,395800,339862,901,636,265,21118,27911,7340,0,0,"42003","control",600147,"42003"
"363","42129","Westmoreland County, Pennsylvania",354414,354414,329734,8809,4827,151654,263459,52112,23190,33778,69454,0.4512,822,181600,171612,1166,380,786,10391,19446,3766,0,0,"42077","control",19696,"42077"
"364","42017","Bucks County, Pennsylvania",645163,645163,540421,25143,38195,284379,464065,119275,59754,35830,107826,0.4446,1461,395800,339862,901,636,265,21118,27911,7340,0,0,"42091","control",211236,"42091"
"365","42017","Bucks County, Pennsylvania",645163,645163,540421,25143,38195,284379,464065,119275,59754,35830,107826,0.4446,1461,395800,339862,901,636,265,21118,27911,7340,0,0,"42101","control",948045,"42101"
"366","45035","Dorchester County, South Carolina",162139,162139,104519,41248,9906,71424,109799,21108,9345,19665,73686,0.4267,1259,273000,77519,136,101,35,5471,7976,667,0,0,"45003","control",7726,"45003"
"367","45007","Anderson County, South Carolina",204592,204592,159828,30574,8570,86675,140512,23038,9625,28770,62347,0.4689,904,189400,92914,253,231,22,5409,13224,1218,0,0,"45015","control",26827,"45015"
"368","45083","Spartanburg County, South Carolina",330119,330119,228719,66986,25019,141184,223505,34691,16947,46447,61955,0.4505,960,195800,154712,663,610,53,8496,21633,2755,0,0,"45051","control",26459,"45051"
"369","46103","Pennington County, South Dakota",110386,110386,88983,1478,6239,50014,76300,16226,6242,13138,67823,0.467,996,247800,54310,844,545,299,4375,2513,844,0,0,"46099","control",87356,"46099"
"370","47157","Shelby County, Tennessee",926440,926440,339650,498214,62832,390200,610776,123239,59169,164861,59621,0.5133,1103,206100,429064,706,660,46,18468,25687,7833,0,0,"47037","control",216654,"47037"
"371","47133","Overton County, Tennessee",22576,22576,21731,283,419,9354,15952,1427,591,3840,46580,0.5076,777,156000,10201,249,197,52,645,1455,151,0,0,"47057","control",1072,"47057"
"372","47163","Sullivan County, Tennessee",158722,158722,147979,3156,3534,62484,116111,20213,7019,23761,54357,0.4758,793,173000,69206,325,190,135,4438,7730,1197,0,0,"47125","control",63583,"47125"
"373","47107","McMinn County, Tennessee",53532,53532,48210,1864,2421,21179,37686,4266,1502,7109,57982,0.4483,803,173300,22798,226,206,20,1206,4308,320,0,0,"47145","control",245,"47145"
"374","47163","Sullivan County, Tennessee",158722,158722,147979,3156,3534,62484,116111,20213,7019,23761,54357,0.4758,793,173000,69206,325,190,135,4438,7730,1197,0,0,"47165","control",38123,"47165"
"375","47163","Sullivan County, Tennessee",158722,158722,147979,3156,3534,62484,116111,20213,7019,23761,54357,0.4758,793,173000,69206,325,190,135,4438,7730,1197,0,0,"47187","control",90175,"47187"
"376","48215","Hidalgo County, Texas",873167,873167,445353,5389,807715,306420,496398,69445,23007,239276,49371,0.478,875,112700,340953,9925,4306,5619,30699,15380,6951,0,0,"48029","control",1140892,"48029"
"377","48215","Hidalgo County, Texas",873167,873167,445353,5389,807715,306420,496398,69445,23007,239276,49371,0.478,875,112700,340953,9925,4306,5619,30699,15380,6951,0,0,"48085","control",205986,"48085"
"378","48215","Hidalgo County, Texas",873167,873167,445353,5389,807715,306420,496398,69445,23007,239276,49371,0.478,875,112700,340953,9925,4306,5619,30699,15380,6951,0,0,"48113","control",1730886,"48113"
"379","48215","Hidalgo County, Texas",873167,873167,445353,5389,807715,306420,496398,69445,23007,239276,49371,0.478,875,112700,340953,9925,4306,5619,30699,15380,6951,0,0,"48121","control",41703,"48121"
"380","48251","Johnson County, Texas",182690,182690,148833,8234,43088,81127,119361,17706,6349,19045,77058,0.404,1271,225000,86516,1261,613,648,6694,7013,1488,0,0,"48139","control",12819,"48139"
"381","48215","Hidalgo County, Texas",873167,873167,445353,5389,807715,306420,496398,69445,23007,239276,49371,0.478,875,112700,340953,9925,4306,5619,30699,15380,6951,0,0,"48201","control",3853010,"48201"
"382","48073","Cherokee County, Texas",50824,50824,35699,6678,12351,17972,33407,3423,1479,7847,56971,0.4446,883,138500,20080,1309,759,550,1660,1563,202,0,0,"48325","control",608,"48325"
"383","48491","Williamson County, Texas",617396,617396,417463,41744,154605,255763,414552,123988,52779,38840,102851,0.4031,1597,370100,325008,1374,594,780,18047,22045,4641,0,0,"48339","control",12593,"48339"
"384","48215","Hidalgo County, Texas",873167,873167,445353,5389,807715,306420,496398,69445,23007,239276,49371,0.478,875,112700,340953,9925,4306,5619,30699,15380,6951,0,0,"48439","control",1240687,"48439"
"385","48215","Hidalgo County, Texas",873167,873167,445353,5389,807715,306420,496398,69445,23007,239276,49371,0.478,875,112700,340953,9925,4306,5619,30699,15380,6951,0,0,"48453","control",415887,"48453"
"386","49011","Davis County, Utah",363032,363032,317232,4526,37998,152881,215372,54957,21481,21786,101285,0.3966,1407,423200,178388,1019,597,422,10395,13112,2729,0,0,"49035","control",817611,"49035"
"387","49011","Davis County, Utah",363032,363032,317232,4526,37998,152881,215372,54957,21481,21786,101285,0.3966,1407,423200,178388,1019,597,422,10395,13112,2729,0,0,"49049","control",302989,"49049"
"388","51191","Washington County, Virginia",53985,53985,51390,928,878,22176,40259,6328,2526,6303,59116,0.4595,796,181000,23968,394,226,168,1664,2464,435,0,0,"51047","control",1163,"51047"
"389","51810","Virginia Beach city, Virginia",457900,457900,287415,86497,40139,216512,316178,78171,35380,36085,87544,0.4298,1568,343700,224334,402,335,67,11120,9406,3065,0,0,"51059","control",687454,"51059"
"390","51199","York County, Virginia",70238,70238,49774,9227,5100,31708,47433,12821,8105,3262,105154,0.3847,1701,387200,31845,52,52,0,1392,2459,377,0,0,"51061","control",3052,"51061"
"391","51800","Suffolk city, Virginia",94856,94856,46146,39413,4573,42234,64647,12702,6138,8868,87758,0.4477,1376,314400,44358,187,168,19,2193,4217,558,0,0,"51069","control",2849,"51069"
"392","51041","Chesterfield County, Virginia",366019,366019,226434,86495,36094,159062,247120,64038,31571,24163,95757,0.4209,1460,306500,186171,470,275,195,12793,9812,2723,0,0,"51087","control",32899,"51087"
"393","51810","Virginia Beach city, Virginia",457900,457900,287415,86497,40139,216512,316178,78171,35380,36085,87544,0.4298,1568,343700,224334,402,335,67,11120,9406,3065,0,0,"51107","control",37127,"51107"
"394","51145","Powhatan County, Virginia",30503,30503,26240,2685,754,12759,22976,5397,1688,1305,108089,0.372,1170,356500,15352,171,127,44,1570,1134,311,0,0,"51117","control",136,"51117"
"395","51810","Virginia Beach city, Virginia",457900,457900,287415,86497,40139,216512,316178,78171,35380,36085,87544,0.4298,1568,343700,224334,402,335,67,11120,9406,3065,0,0,"51153","control",23214,"51153"
"396","51089","Henry County, Virginia",50760,50760,35943,11636,3070,18357,37373,3474,1698,8035,43694,0.442,686,111800,20188,75,75,0,1094,2771,287,0,0,"51660","control",1024,"51660"
"397","51095","James City County, Virginia",78818,78818,59872,9956,5022,30357,57505,15086,9721,5675,100711,0.4161,1435,396800,34760,57,57,0,1736,1849,389,0,0,"51680","control",348,"51680"
"398","53009","Clallam County, Washington",77333,77333,64701,705,5553,26562,59865,10921,5366,8289,66108,0.4408,1093,353600,30216,851,835,16,2148,1287,362,0,0,"53007","control",1743,"53007"
"399","53047","Okanogan County, Washington",42336,42336,28643,571,9220,15289,29871,4140,1888,7853,58218,0.4214,862,251100,17714,2866,2854,12,1336,343,194,0,0,"53017","control",853,"53017"
"400","53021","Franklin County, Washington",96692,96692,54722,2226,52100,39523,56267,6915,3403,12619,77877,0.4225,1124,308700,43495,4361,4311,50,3281,2444,895,0,0,"53025","control",2453,"53025"
"401","53011","Clark County, Washington",504091,504091,400592,10122,54176,201941,345411,70887,29501,44315,90115,0.4258,1572,453200,242552,1604,1462,142,19788,21117,5516,0,0,"53033","control",1750280,"53033"
"402","53011","Clark County, Washington",504091,504091,400592,10122,54176,201941,345411,70887,29501,44315,90115,0.4258,1572,453200,242552,1604,1462,142,19788,21117,5516,0,0,"53053","control",414902,"53053"
"403","53011","Clark County, Washington",504091,504091,400592,10122,54176,201941,345411,70887,29501,44315,90115,0.4258,1572,453200,242552,1604,1462,142,19788,21117,5516,0,0,"53061","control",324246,"53061"
"404","53011","Clark County, Washington",504091,504091,400592,10122,54176,201941,345411,70887,29501,44315,90115,0.4258,1572,453200,242552,1604,1462,142,19788,21117,5516,0,0,"53063","control",34620,"53063"
"405","53035","Kitsap County, Washington",275411,275411,213401,7468,23470,115871,194382,44914,17325,22101,93675,0.4311,1635,463000,119752,619,557,62,7041,11132,1226,0,0,"53067","control",18861,"53067"
"406","53005","Benton County, Washington",207560,207560,157190,3652,48824,83504,134954,26629,11869,21647,83778,0.4266,1166,338700,94424,3127,3085,42,7360,4957,1582,0,0,"53073","control",18963,"53073"
"407","54041","Lewis County, West Virginia",16920,16920,15733,22,229,6214,12133,1338,521,2812,50552,0.4971,726,134100,6608,620,10,610,490,283,132,0,0,"54065","control",317,"54065"
"408","55015","Calumet County, Wisconsin",52361,52361,47655,509,2459,25495,36408,8314,2503,3052,84151,0.4083,948,234000,28969,601,585,16,1431,5432,728,0,0,"55021","control",5911,"55021"
"409","55009","Brown County, Wisconsin",268393,268393,219486,7100,25363,126921,180495,40059,12796,25358,74066,0.4351,935,226500,141720,1326,1308,18,7458,18247,3030,0,0,"55025","control",291498,"55025"
"410","55003","Ashland County, Wisconsin",16041,16041,13331,249,524,7034,11136,1464,620,2563,57000,0.4447,658,143500,7717,163,157,6,772,851,51,0,0,"55077","control",422,"55077"
"411","55009","Brown County, Wisconsin",268393,268393,219486,7100,25363,126921,180495,40059,12796,25358,74066,0.4351,935,226500,141720,1326,1308,18,7458,18247,3030,0,0,"55079","control",664670,"55079"
"412","55087","Outagamie County, Wisconsin",190611,190611,167326,2764,8995,91977,130100,28991,9286,12949,78705,0.4441,941,224100,102297,1398,1374,24,6599,15848,2159,0,0,"55101","control",6457,"55101"
"413","55009","Brown County, Wisconsin",268393,268393,219486,7100,25363,126921,180495,40059,12796,25358,74066,0.4351,935,226500,141720,1326,1308,18,7458,18247,3030,0,0,"55133","control",138897,"55133"
"414","56025","Natrona County, Wyoming",79506,79506,72388,313,7263,37031,53977,8817,4278,7120,69104,0.4426,945,247600,40661,2787,363,2424,3032,1237,942,0,0,"56021","control",20810,"56021"
